"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"272",NA,"extractionEndDate","The end date-time for an extraction event","NA","dateTime","NA"
"273",NA,"extractionStartDate","The start date-time for an extraction event","NA","dateTime","NA"
"274",NA,"fanOn","whether the trap fan was on when the sample was collected, Y = Yes, N = No","NA","string",NA
"275",NA,"fernsAbsentList","List of subplots or nested subplots in which ferns are not present","NA","string","NA"
"276",NA,"fernsPresent","Indicator of whether the plot contains ferns","NA","string","NA"
"277",NA,"fieldCollectedBy","An identifier for the technician who collected the field data","NA","string",NA
"278",NA,"filteredPositions","The number of logs recorded at the point","number","unsigned integer",NA
"279",NA,"filterVolume","Volume of material passed through filter","milliliter","real",NA
"280",NA,"finalConcentration","Concentration that has ben adjusted for any dilution during analysis","milligramsPerLiter","real",NA
"281",NA,"flowerMass","Dry mass of plant reproductive structures","gram","real",NA
"282",NA,"forwardPrimer","DNA sequence of forward primer","NA","string","NA"
"283",NA,"freshMass","Total fresh mass of a sample","gram","unsigned integer",NA
"284",NA,"fullRangeHobo","Conductivity from a hobo logger for the full range","microsiemensPerCentimeter","real",NA
"285",NA,"functionalGroup","Functional group to which a sample belongs","NA","string",NA
"286",NA,"fungiAlignmentMethod","Method used to align fungal sequences","NA","string",""
"287",NA,"fungiAnalysisProgram","Program or software used to analyze fungal sequences for taxonomic identification","NA","string",""
"288",NA,"fungiChimeraMethod","Method used to remove chimeras from fungal sequences","NA","string",""
"289",NA,"fungiClusterMethod","Method use to cluster fungal sequences","NA","string",""
"290",NA,"fungiClusterSimilarity","Similarity threshold for fungal sequence clusters","percent","unsigned integer",""
"291",NA,"fungiReferenceDatabase","Reference database used for fungal taxonomic identification","NA","string",""
"292",NA,"gasSampleCode","Barcode for the gas sample","NA","string",NA
"293",NA,"gasSampleFate","Fate of the gas sample","NA","string",NA
"294",NA,"gasSampleID","Unique identifier for the gas sample","NA","string",NA
"295",NA,"gasTracerConcentration","Tracer concentration in sample","partsPerMillion","real",NA
"296",NA,"gasTracerType","Type of gas used as a tracer","NA","string",NA
"297",NA,"gasVolumeAnalyzed","Volume of sample analyzed, in milliliters","milliliter","real",NA
"298",NA,"gaugeHeightEnd","Height of water at staff gauge at end of salt tracer injection","meter","real",NA
"299",NA,"gaugeHeightStart","Height of water at staff gauge at start of salt tracer injection","meter","real",NA
"300",NA,"geneticArchiveSampleIDList","List of identifiers for genetic archive material","NA","string",NA
"301",NA,"geneticFilteredSampleVolume","Volume of filtered water for genetic analysis of microbes","milliliter","integer",NA
"302",NA,"genomicsPooledCodeList","List of barcodes for pooled samples in a genomics sample","NA","string","NA"
"303",NA,"genomicsPooledIDList","List of sample identifiers pooled for a genomics sample","NA","string","NA"
"304",NA,"genomicsQF","Quality flag for genomics sample","NA","signed integer","NA"
"305",NA,"genomicsSampleCode","Barcode of a genomics sample","NA","string","NA"
"306",NA,"genomicsSampleID","Identifier for a genomics sample","NA","string","NA"
"307",NA,"gpsUsed","GPS unit used to collect the associated latitude and longitude","NA","string",NA
"308",NA,"groupID","Identifier for a group of individuals being measured","NA","string","NA"
"309",NA,"growthForm2","The growth form classification for the second sample","NA","string",NA
"310",NA,"growthForm3","The growth form classification for the third sample","NA","string",NA
"311",NA,"heaterQF","Heater quality flag indicating whether the heater was operational for a measurement period, (0 = off, 1 = on, -1 = NA (i.e., couldn't be run))","NA","signed integer",NA
"312",NA,"hiLocalityStatusSource","The reference to the source describing whether the taxon is established in the state of Hawaii, USA","NA","string",NA
"313",NA,"hiNativeStatusCode","The process by which the taxon became established in the state of Hawaii, USA","NA","string",NA
"314",NA,"hiNativeStatusSource","The reference to the source describing the process by which the taxon became established in the state of Hawaii, USA","NA","string",NA
"315",NA,"hoboSampleCode","Barcode of the HOBO conductivity logger file","NA","string","NA"
"316",NA,"hoboSampleFate","Fate of the HOBO conductivity logger file","NA","string","NA"
"317",NA,"hoboSampleID","Unique identifier for the HOBO conductivity logger file","NA","string","NA"
"318",NA,"icePresent","Indication of the presence of ice ","NA","string",NA
"319",NA,"imageFileNumber","Numeric identifier for the image file assigned automatically by the camera","NA","string",NA
"320",NA,"imageNumber","Number of DHP images used in leaf area index analysis","number","unsigned integer",NA
"321",NA,"imageType","The type of vegetation recorded in a DHP image; values = Overstory or Understory","NA","string",NA
"322",NA,"inclusionProbability","Probability of plot being included in the design for unbiased estimators","dimensionless","real",NA
"323",NA,"incubationLength","Length of soil incubation","day","real",""
"324",NA,"incubationPairID","Identifier for a linked pair of soil samples used to measure net nitrogen transformation rates","NA","string",""
"325",NA,"individualBarcode","Barcode for a tagged individual","NA","string",""
"326",NA,"individualCode","Barcode of an individual","NA","string","NA"
"327",NA,"individualFate","Fate of a tagged individual","NA","string","NA"
"328",NA,"individualsPointed","The number of mosquitoes pointed for the given scientificName, which is also the number of individualIDs assinged for that scientificName","NA","unsigned integer",NA
"329",NA,"industryCover","Cover of industry","NA","string",NA
"330",NA,"inhibitorRemovalRequired","Indicates whether nucleic acid inhibitor removal was required prior to analysis","NA","string",""
"331",NA,"injectateSampleCode","Barcode for the reaeration salt tracer sample","NA","string",NA
"332",NA,"injectateSampleCollected","Indicator of whether an injectate sample was collected","NA","string",NA
"333",NA,"injectateSampleFate","Fate of the reaeration salt tracer sample","NA","string",NA
"334",NA,"injectateSampleID","Unique identifier for the reaeration salt tracer sample","NA","string",NA
"335",NA,"injectionType","Type of tracer injection, e.g. slug or constant rate","NA","string",NA
"336",NA,"inorganicSedimentFate","Fate of a sediment sample collected for analysis of inorganic analytes","NA","string",NA
"337",NA,"inorganicSedimentSampleCode","Barcode for a sediment sample collected for analysis of inorganic analytes","NA","string",NA
"338",NA,"inorganicSedimentSampleFate","Fate of a sediment sample collected for analysis of inorganic analytes","NA","string",NA
"339",NA,"inorganicSedimentSampleID","Unique identifier for a sediment sample collected for analysis of inorganic analytes","NA","string",NA
"340",NA,"inorgSedimentSampleBarcode","Barcode for a sediment sample collected for analysis of inorganic analytes","NA","string","NA"
"341",NA,"instrumentMaintenance","Free form notes on instrument maintenance","NA","string",NA
"342",NA,"instrument_model","The model identifier of the sequencing instrument","NA","string",""
"343",NA,"kclBlank1Code","Barcode of the first potassium chloride (KCl) blank reference sample","NA","string","NA"
"344",NA,"kclBlank1Fate","Fate of the first potassium chloride (KCl) blank blank reference sample","NA","string","NA"
"345",NA,"kclBlank1ID","Identifier for the first potassium chloride (KCl) blank reference sample","NA","string","NA"
"346",NA,"kclBlank2Code","Barcode of the second potassium chloride (KCl) blank reference sample","NA","string","NA"
"347",NA,"kclBlank2Fate","Fate of the second potassium chloride (KCl) blank reference sample","NA","string","NA"
"348",NA,"kclBlank2ID","Identifier for the second potassium chloride (KCl) blank reference sample","NA","string","NA"
"349",NA,"kclBlank3Code","Barcode of the third potassium chloride (KCl) blank reference sample","NA","string","NA"
"350",NA,"kclBlank3Fate","Fate of the third potassium chloride (KCl) blank reference sample","NA","string","NA"
"351",NA,"kclBlank3ID","Identifier for the third potassium chloride (KCl) blank reference sample","NA","string","NA"
"352",NA,"kclReferenceCode","Barcode of a potassium chloride (KCl) blank reference","NA","string","NA"
"353",NA,"kclReferenceFate","Fate of a potassium chloride (KCl) blank reference","NA","string","NA"
"354",NA,"kclReferenceID","Identifier for a potassium chloride (KCl) blank reference","NA","string","NA"
"355",NA,"kclSampleCode","Barcode of a potassium chloride (KCl) extract sample","NA","string",NA
"356",NA,"kclSampleFate","Fate of a potassium chloride (KCl) extract sample","NA","string",NA
"357",NA,"kclSampleID","Identifier for a potassium chloride (KCl) extract sample","NA","string",NA
"358",NA,"kclVolume","Volume potassium chloride (KCl) used to extract soil sample","milliliter","real","NA"
"359",NA,"l48LocalityStatusSource","The reference to the source describing whether the taxon is established in the lower 48 states of the United States","NA","string",NA
"360",NA,"l48NativeStatusCode","The process by which the taxon became established in the lower 48 states of the United States","NA","string",NA
"361",NA,"l48NativeStatusSource","The reference to the source describing the process by which the taxon became established in the lower 48 states of the United States","NA","string",NA
"362",NA,"labStandardPrecision","Precision of the laboratory standard used in the development of the standard curve, measured as coefficient of variance","NA","real",NA
"363",NA,"laiPlot","Plot-scale leaf area index","metersSquaredPerMeterSquared","real",NA
"364",NA,"laiPoint","Leaf area index measured at a point within a plot","metersSquaredPerMeterSquared","real",NA
