"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"260",NA,"d10NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 10","NA","string",NA
"261",NA,"d11LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 11","NA","string",NA
"262",NA,"d11NativeStatusCode","The process by which the taxon became established in NEON Domain 11","NA","string",NA
"263",NA,"d11NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 11","NA","string",NA
"264",NA,"d12LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 12","NA","string",NA
"265",NA,"d12NativeStatusCode","The process by which the taxon became established in NEON Domain 12","NA","string",NA
"266",NA,"d12NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 12","NA","string",NA
"267",NA,"d13LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 13","NA","string",NA
"268",NA,"d13NativeStatusCode","The process by which the taxon became established in NEON Domain 13","NA","string",NA
"269",NA,"d13NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 13","NA","string",NA
"270",NA,"d14LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 14","NA","string",NA
"271",NA,"d14NativeStatusCode","The process by which the taxon became established in NEON Domain 14","NA","string",NA
"272",NA,"d14NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 14","NA","string",NA
"273",NA,"d15LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 15","NA","string",NA
"274",NA,"d15NativeStatusCode","The process by which the taxon became established in NEON Domain 15","NA","string",NA
"275",NA,"d15NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 15","NA","string",NA
"276",NA,"d16LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 16","NA","string",NA
"277",NA,"d16NativeStatusCode","The process by which the taxon became established in NEON Domain 16","NA","string",NA
"278",NA,"d16NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 16","NA","string",NA
"279",NA,"d17LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 17","NA","string",NA
"280",NA,"d17NativeStatusCode","The process by which the taxon became established in NEON Domain 17","NA","string",NA
"281",NA,"d17NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 17","NA","string",NA
"282",NA,"d18LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 18","NA","string",NA
"283",NA,"d18NativeStatusCode","The process by which the taxon became established in NEON Domain 18","NA","string",NA
"284",NA,"d18NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 18","NA","string",NA
"285",NA,"d19LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 19","NA","string",NA
"286",NA,"d19NativeStatusCode","The process by which the taxon became established in NEON Domain 19","NA","string",NA
"287",NA,"d19NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 19","NA","string",NA
"288",NA,"d20LocalityStatusSource","The reference to the source describing whether the taxon is established in NEON Domain 20","NA","string",NA
"289",NA,"d20NativeStatusCode","The process by which the taxon became established in NEON Domain 20","NA","string",NA
"290",NA,"d20NativeStatusSource","The reference to the source describing the process by which the taxon became established in NEON Domain 20","NA","string",NA
"291",NA,"dataQualityFlag","Indication of data quality assigned by the external lab","NA","string",NA
"292",NA,"dDiskHeight","The height, to the nearest 0.1 cm, of the log cross-sectional disk used for bulk density sampling; measurement location 4","centimeter","real",NA
"293",NA,"deadPercent","Percent of a given species, within a group, that is dead","percent","real",NA
"294",NA,"delt","Indication of any deformities, eroded fins, lesions/parasites, tumors","NA","string",""
"295",NA,"depth","For organisms collected beneath the surface of a water body","meter","real","NA"
"296",NA,"depthPrecision","A numerical representation of the precision of the depth given in meters and is represented as greater or less than the depth value","meter","real","NA"
"297",NA,"deptName","External lab department","NA","string",""
"298",NA,"dGroupHeight","Height of tallest 5 stems in group, d","meter","real",NA
"299",NA,"diameter","The maximum cross-sectional diameter","centimeter","real",""
"300",NA,"diskDiameter","The diameter, to the nearest 0.1 cm, of a log cross-sectional disk sampled for bulk density; for an elliptical log, this is the maximum log diameter, corresponding to the major axis of the","meter","real",NA
"301",NA,"diskDryMass","Calculated oven-dried mass of a cdw disk","gram","real",""
"302",NA,"diskFreshMass","Mass of fresh, undried material","gram","real",""
"303",NA,"diskID","Numeric dentifier for each log cross-sectional disk sampled for bulk density","NA","unsigned integer",NA
"304",NA,"distanceFromWaterSurfaceDepth","Depth of the temperature sensor from water surface in lakes and rivers","meter","real",NA
"305",NA,"dnaExtractionRemarks","Technician notes; free text comments regarding nucleic acid extraction accompanying the record","NA","string","NA"
"306",NA,"dnaFacilityID","Name of the laboratory or facility that is processing DNA samples","NA","string","NA"
"307",NA,"dnaSampleCollected","Indication of whether a DNA sample was collected","NA","string",""
"308",NA,"dnaSampleCondition","Condition of a DNA sample","NA","string","NA"
"309",NA,"domain","The scientific name of the domain in which the taxon is classified","NA","string",""
"310",NA,"domainName","NEON domain name","NA","string",NA
"311",NA,"downstreamCoordUncert","The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the downstream location. Zero is not a valid value for this term","meter","real","NA"
"312",NA,"downstreamDecimalLatitude","The geographic latitude (in decimal degrees, WGS84) of the geographic center of the reference area of a downstream location","decimalDegree","real","NA"
"313",NA,"downstreamDecimalLongitude","The geographic longitude (in decimal degrees, WGS84) of the geographic center of the reference area at a downstream location","decimalDegree","real","NA"
"314",NA,"downstreamGeodeticDatum","Model used to measure downstream horizontal position on the earth","NA","string",""
"315",NA,"dryIceLeft","whether there was any dry ice in the trap cooler when the sample was collected, Y = Yes, N = No","NA","string",NA
"316",NA,"duplicateFieldDataQF","Quality Flag for duplicate record in field data","NA","signed integer","NA"
"317",NA,"duplicateReferenceQF","Quality flag for duplicate reference samples","NA","signed integer",NA
"318",NA,"duplicateSpatialLocQF","Quality flag indicating a duplicate spatial location returned for a sampleID","NA","signed integer",NA
"319",NA,"ecMethod","Method used for electrical conductivity analysis","NA","string",""
"320",NA,"ecMethodBook","Citation for publication describing the methods used for electrical conductivity analysis","NA","string",""
"321",NA,"ecProcessedDate","Date of processing sample for electrical conductivity analysis","NA","dateTime",""
"322",NA,"efTime","Operational time of the electrofisher","second","real",""
"323",NA,"efTime2","Operational time of the electrofisher for the second electrofisher","second","real",""
"324",NA,"eGroupHeight","Height of tallest 5 stems in group, e","meter","real",NA
"325",NA,"elevationPrecision","A numerical representation of the precision of the elevation given in meters and is represented as greater or less than the elevation value","meter","real","NA"
"326",NA,"endDayOfYear","The latest ordinal day of the year on which the Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366)","nominalDay","unsigned integer",NA
"327",NA,"endTime","Time at which a sampling SOP (or SOPs) is/are completed","NA","dateTime",NA
"328",NA,"estRecovery1","Percent of organisms recovered after QC sort 1","percent","real",NA
"329",NA,"estRecovery2","Percent of organisms recovered after QC sort 2","percent","real",NA
"330",NA,"estRecovery3","Percent of organisms recovered after QC sort 3","percent","real",NA
"331",NA,"exactSite","Additional text descriptions regarding the exact location of the collection site relative to a geographic or biologically relevant landmark","NA","string","NA"
"332",NA,"externalQualifier","A data qualifier returned by an external laboratory","NA","string",NA
"333",NA,"extractAcidityMethod","Method used for acidity analysis","NA","string",""
"334",NA,"extractAcidityMethodBook","Citation for publication describing the methods used for acidity analysis","NA","string",""
"335",NA,"extractAcidityProcessedDate","Date of processing sample for acidity analysis","NA","dateTime",""
"336",NA,"extractionEfficiency","Efficiency of sample extraction","percent","real",""
"337",NA,"extractionEndDate","The end date-time for an extraction event","NA","dateTime","NA"
"338",NA,"extractionStartDate","The start date-time for an extraction event","NA","dateTime","NA"
"339",NA,"extraInfo","A brief note or project term associated with the specimen for rapid analysis","NA","string","NA"
"340",NA,"fanOn","whether the trap fan was on when the sample was collected, Y = Yes, N = No","NA","string",NA
"341",NA,"feCitDithionate","Dithionite citrate extractable iron, a general measure of total pedogenic iron, reported as weight percent on the <2mm fraction","percent","real",""
"342",NA,"feOxalate","Total soil noncrystalline iron as measured by the ammonium oxalate extraction method, reported as weight percent on the <2mm fraction","percent","real",""
"343",NA,"fernsAbsentList","List of subplots or nested subplots in which ferns are not present","NA","string","NA"
"344",NA,"fernsPresent","Indicator of whether the plot contains ferns","NA","string","NA"
"345",NA,"fieldCollectedBy","An identifier for the technician who collected the field data","NA","string",NA
"346",NA,"fieldFilterCondition","Condition of the filter reported in the field","NA","string","NA"
"347",NA,"fieldFilterConditionRemarks","Additional description of the field filter condition","NA","string","NA"
"348",NA,"fieldFilterDamage","Field description of how the filter is damaged, if at all","NA","string","NA"
